Rank,DisplayName,Balance,Trades,ProductsTraded,DailyPnl,TotalPnl
2052,Shivam,25000.0,0,"",0.0,0.0
2053,Srinath Pinapati,25000.0,0,"",0.0,0.0
2054,Stacy M,25000.0,0,"",0.0,0.0
2055,Tonka,25000.0,0,"",0.0,0.0
2056,Brenton Cass Graham,25000.0,0,"",0.0,0.0
2057,xuanhe,25000.0,0,"",0.0,0.0
2058,sterpfi,25000.0,0,"",0.0,0.0
2059,GlobalMacro1111,25000.0,0,"",0.0,0.0
2060,steve st louis,25000.0,0,"",0.0,0.0
2061,tradeforfun,25000.0,0,"",0.0,0.0
2062,BasketballStu,25000.0,0,"",0.0,0.0
2063,Subking01,25000.0,0,"",0.0,0.0
2064,Peter S,25000.0,0,"",0.0,0.0
2065,Ullman77,25000.0,0,"",0.0,0.0
2066,Aquila,25000.0,0,"",0.0,0.0
2067,MY suqinng,25000.0,0,"",0.0,0.0
2068,Sking,25000.0,0,"",0.0,0.0
2069,Sushmesh,25000.0,0,"",0.0,0.0
2070,Vikkurthi Santosh,25000.0,0,"",0.0,0.0
2071,Jane,25000.0,0,"",0.0,0.0
2072,svfor,25000.0,0,"",0.0,0.0
2073,Akaza,25000.0,0,"",0.0,0.0
2074,Hamid Raza,25000.0,0,"",0.0,0.0
2075,DaveC,25000.0,0,"",0.0,0.0
2076,HoldGold,25000.0,0,"",0.0,0.0
2077,Talha Jamal,25000.0,0,"",0.0,0.0
2078,Tanvir Kang,25000.0,0,"",0.0,0.0
2079,Tariq latif,25000.0,0,"",0.0,0.0
2080,TRV55,25000.0,0,"",0.0,0.0
2081,Tinku,25000.0,0,"",0.0,0.0
2082,Thu T,25000.0,0,"",0.0,0.0
2083,Gerson kondjeni haihwiki,25000.0,0,"",0.0,0.0
2084,Hellcat86,25000.0,0,"",0.0,0.0
2085,tbgkb,25000.0,0,"",0.0,0.0
2086,Steve-O,25000.0,0,"",0.0,0.0
2087,TCVR,25000.0,0,"",0.0,0.0
2088,Nelson11,25000.0,0,"",0.0,0.0
2089,Teresa,25000.0,0,"",0.0,0.0
2090,RonJeremytheWicked,25000.0,0,"",0.0,0.0
2091,Bek,25000.0,0,"",0.0,0.0
2092,OmniTheGreat,25000.0,0,"",0.0,0.0
2093,Maybach,25000.0,0,"",0.0,0.0
2094,Phu Le,25000.0,0,"",0.0,0.0
2095,IdkwhoamI,25000.0,0,"",0.0,0.0
2096,Sumaya,25000.0,0,"",0.0,0.0
2097,Tarun Kotecha,25000.0,0,"",0.0,0.0
2098,Tiffany Ma,25000.0,0,"",0.0,0.0
2099,tbomb,25000.0,0,"",0.0,0.0
2100,toppro777,25000.0,0,"",0.0,0.0
2101,Trade With Na,25000.0,0,"",0.0,0.0
2102,MV,25000.0,0,"",0.0,0.0
2103,John,25000.0,0,"",0.0,0.0
2104,Master Travis,25000.0,0,"",0.0,0.0
2105,taco74,25000.0,0,"",0.0,0.0
2106,DIno Nub,25000.0,0,"",0.0,0.0
2107,Supaturek,25000.0,0,"",0.0,0.0
2108,Highschool Day Trader,25000.0,0,"",0.0,0.0
2109,Masato,25000.0,0,"",0.0,0.0
2110,WangWangg,25000.0,0,"",0.0,0.0
2111,Joe Blohm,25000.0,0,"",0.0,0.0
2112,Umar Briamah,25000.0,0,"",0.0,0.0
2113,Monishwar Sampath,25000.0,0,"",0.0,0.0
2114,Fxlucky,25000.0,0,"",0.0,0.0
2115,takelite,25000.0,0,"",0.0,0.0
2116,W4rmM4rshm4llow,25000.0,0,"",0.0,0.0
2117,Uzair,25000.0,0,"",0.0,0.0
2118,surya varman,25000.0,0,"",0.0,0.0
2119,ShadowTrader82,25000.0,0,"",0.0,0.0
2120,AV | Trading Desk,25000.0,0,"",0.0,0.0
2121,Veesoldcrypto,25000.0,0,"",0.0,0.0
2122,stepB,25000.0,0,"",0.0,0.0
2123,EstOViiking,25000.0,0,"",0.0,0.0
2124,VijeetG,25000.0,0,"",0.0,0.0
2125,vik07x,25000.0,0,"",0.0,0.0
2126,Vipin Sharma ,25000.0,0,"",0.0,0.0
2127,Vishal Jaiswara,25000.0,0,"",0.0,0.0
2128,V24,25000.0,0,"",0.0,0.0
2129,vj,25000.0,0,"",0.0,0.0
2130,VJ,25000.0,0,"",0.0,0.0
2131,Vijeet,25000.0,0,"",0.0,0.0
2132,prick for a tick,25000.0,0,"",0.0,0.0
2133,Vasileios Nikiforidis,25000.0,0,"",0.0,0.0
2134,Mcool,25000.0,0,"",0.0,0.0
2135,TradeDemon,25000.0,0,"",0.0,0.0
2136,Mr. Warren,25000.0,0,"",0.0,0.0
2137,Matthew,25000.0,0,"",0.0,0.0
2138,dw,25000.0,0,"",0.0,0.0
2139,WENBO LI,25000.0,0,"",0.0,0.0
2140,Superlejera,25000.0,0,"",0.0,0.0
2141,Will Cooper,25000.0,0,"",0.0,0.0
2142,DomestiCat,25000.0,0,"",0.0,0.0
2143,Will Smith,25000.0,0,"",0.0,0.0
2144,Cool regular,25000.0,0,"",0.0,0.0
2145,TW CHEN,25000.0,0,"",0.0,0.0
2146,Rodgers2026,25000.0,0,"",0.0,0.0
2147,seventing,25000.0,0,"",0.0,0.0
2148,MIDAS,25000.0,0,"",0.0,0.0
2149,frankdontsurf,25000.0,0,"",0.0,0.0
2150,TW YenXian Chang,25000.0,0,"",0.0,0.0
2151,Dylan Xu,25000.0,0,"",0.0,0.0
2152,Jeff Zhang,25000.0,0,"",0.0,0.0
2153,Yamuna,25000.0,0,"",0.0,0.0
2154,Jieyuanmai,25000.0,0,"",0.0,0.0
2155,Boom,25000.0,0,"",0.0,0.0
2156,Yazz,25000.0,0,"",0.0,0.0
2157,YASSIR ORF,25000.0,0,"",0.0,0.0
2158,The Yen Trader,25000.0,0,"",0.0,0.0
2159,Yifan Sun,25000.0,0,"",0.0,0.0
2160,YilingLiu,25000.0,0,"",0.0,0.0
2161,Vollens,25000.0,0,"",0.0,0.0
2162,TheSheriff,25000.0,0,"",0.0,0.0
2163,Yivani ,25000.0,0,"",0.0,0.0
2164,Misticalbell,25000.0,0,"",0.0,0.0
2165,ymgong,25000.0,0,"",0.0,0.0
2166,yogi,25000.0,0,"",0.0,0.0
2167,josefking,25000.0,0,"",0.0,0.0
2168,YOUSSEF RYAHI,25000.0,0,"",0.0,0.0
2169,Yusuf Parwez,25000.0,0,"",0.0,0.0
2170,JackB,25000.0,0,"",0.0,0.0
2171,Marcuss,25000.0,0,"",0.0,0.0
2172,TraderZack,25000.0,0,"",0.0,0.0
2173,Zaidpoint,25000.0,0,"",0.0,0.0
2174,Damaris E GARRIDO,25000.0,0,"",0.0,0.0
2175,zhimadog,25000.0,0,"",0.0,0.0
2176,ZachMonto,25000.0,0,"",0.0,0.0
2177,imxeeshan,25000.0,0,"",0.0,0.0
